bank_name,period,n_firms,firms,n_firms_savings,firms_savings,n_firms_borrowing,firms_borrowing,n_firms_payments,firms_payments,n_firms_credit_cards,firms_credit_cards
Thread Bank,2025-H2,16,Baselane; Currence; Forma; Levro; Nav; Relayfi; Retirable; Seis; Thatch; TruckSmarter; Yepzy; Arpari; Cleo; Covercy; Snapraise; ZenBusiness,13,Currence; Forma; Levro; Nav; Relayfi; Retirable; Seis; Thatch; TruckSmarter; Yepzy; Cleo; ZenBusiness; Baselane,0,,2,Arpari; Covercy,2,Nav; Relayfi
Thread Bank,2026-H1,11,Cleo; Forma; Nav; Relayfi; Retirable; Seis; TruckSmarter; Yepzy; Every; Snapraise; ZenBusiness,8,Cleo; Forma; Relayfi; Retirable; Seis; TruckSmarter; Yepzy; ZenBusiness,0,,0,,2,Nav; Relayfi
Thread Bank & Trust,2023-H1,1,Sequin,0,,0,,0,,0,
Thread Bank & Trust,2024-H1,1,Ferry,0,,0,,0,,0,
Thread Bank & Trust,2024-H2,1,Ferry,0,,0,,0,,0,
Thread Bank & Trust,2025-H2,1,Ferry,0,,0,,0,,0,
Thread Bank & Trust,2026-H1,1,Ferry,0,,0,,0,,0,
"Thread Bank, Blue Ridge Bank",2023-H2,1,Highbeam,1,Highbeam,0,,0,,0,
"Thread Bank, Blue Ridge Bank",2024-H1,2,Highbeam; Nav,1,Highbeam,0,,0,,0,
"Thread Bank, Lead Bank",2024-H2,1,Seis,0,,0,,0,,1,Seis
"Thread Bank, a bank chartered under the laws of the State of Tennessee",2024-H2,1,Ampla,0,,0,,0,,0,
Thread Bank; Members FDIC,2026-H1,1,Levro,0,,0,,0,,0,
"TransPecos Banks, SSB",2024-H2,1,Crowded,1,Crowded,0,,0,,0,
"TransPecos Banks, SSB",2025-H1,2,Crowded; Invoice2go,2,Crowded; Invoice2go,0,,0,,0,
"TransPecos Banks, SSB",2025-H2,2,Crowded; Invoice2go,2,Crowded; Invoice2go,0,,0,,0,
"TransPecos Banks, SSB",2026-H1,1,Invoice2go,1,Invoice2go,0,,0,,0,
"TransPecos Banks, SSB;",2025-H2,1,Crowded,1,Crowded,0,,0,,0,
"Transportation Alliance Bank, Inc.",2025-H1,1,Mission Lane,0,,0,,0,,1,Mission Lane
"Transportation Alliance Bank, Inc.",2025-H2,1,Mission Lane,0,,0,,0,,1,Mission Lane
"Transportation Alliance Bank, Inc. dba TAB Bank",2019-H2,1,Mission Lane,0,,0,,0,,1,Mission Lane
"Transportation Alliance Bank, Inc. dba TAB Bank",2020-H2,2,Sunbit; Mission Lane,0,,0,,0,,1,Mission Lane
"Transportation Alliance Bank, Inc. dba TAB Bank",2022-H1,1,Mission Lane,0,,0,,0,,1,Mission Lane
"Transportation Alliance Bank, Inc. dba TAB Bank",2022-H2,2,Mission Lane; Sunbit,0,,1,Mission Lane,0,,1,Mission Lane
"Transportation Alliance Bank, Inc. dba TAB Bank",2023-H1,1,Sunbit,0,,0,,0,,0,
"Transportation Alliance Bank, Inc. dba TAB Bank",2024-H1,1,Sunbit,0,,0,,0,,0,
"Transportation Alliance Bank, Inc. dba TAB Bank, or WebBank",2024-H1,1,Mission Lane,0,,0,,0,,1,Mission Lane
"Transportation Alliance Bank, Inc. dba TAB Bank, or WebBank",2024-H2,1,Mission Lane,0,,0,,0,,1,Mission Lane
"Transportation Alliance Bank, Inc. dba TAB Bank, or WebBank",2026-H1,1,Mission Lane,0,,0,,0,,1,Mission Lane
"Transportation Alliance Bank, Inc. doing business as TAB Bank",2022-H1,1,Integra Credit,0,,1,Integra Credit,0,,0,
"Transportation Alliance Bank, Inc. doing business as TAB Bank, Capital Community Bank, Inc. doing business as CCBank",2025-H1,1,Integra Credit,0,,1,Integra Credit,0,,0,
"Transportation Alliance Bank, Inc. doing business as TAB Bank, Capital Community Bank, Inc. doing business as CCBank",2025-H2,1,Integra Credit,0,,1,Integra Credit,0,,0,
"Transportation Alliance Bank, Inc., dba TAB Bank",2021-H1,1,Sunbit,0,,0,,0,,0,
"Transportation Alliance Bank, Inc., dba TAB Bank",2021-H2,1,Sunbit,0,,0,,0,,0,
"Transportation Alliance Bank, Inc., dba TAB Bank",2022-H2,1,Sunbit,0,,0,,0,,1,Sunbit
"Transportation Alliance Bank, Inc., dba TAB Bank",2024-H2,1,Sunbit,0,,0,,0,,0,
"Transportation Alliance Bank, Inc., dba TAB Bank",2025-H2,1,Sunbit,0,,1,Sunbit,0,,0,
"Transportation Alliance Bank, Inc., dba TAB Bank",2026-H1,1,Sunbit,0,,1,Sunbit,0,,0,
TruckSmarter maged bank account,2022-H2,1,TruckSmarter,0,,0,,0,,0,
Tuvoli,2022-H2,1,Tuvoli,1,Tuvoli,0,,0,,0,
"U.S. FDIC-insured Banks, fincial institutions, registered fincial advisors, qualified custodians",2023-H1,1,Gemini,1,Gemini,0,,0,,0,
UMB,2023-H2,1,Empower Financial,0,,0,,0,,0,
UMB Bank,2020-H2,1,Unifimoney,1,Unifimoney,0,,0,,0,
UMB Bank,2021-H1,1,Unifimoney,1,Unifimoney,0,,0,,0,
UMB Bank,2021-H2,1,Unifimoney,1,Unifimoney,0,,0,,0,
UMB Bank,2022-H1,1,Unifimoney,1,Unifimoney,0,,0,,0,
UMB Bank,2022-H2,1,Unifimoney,1,Unifimoney,0,,0,,0,
UMB Bank,2023-H2,1,Empower Financial,1,Empower Financial,0,,0,,0,
UMB Bank,2024-H1,1,Empower Financial,1,Empower Financial,0,,0,,0,
UMB Bank,2024-H2,1,Empower Financial,1,Empower Financial,0,,0,,0,
UMB Bank,2025-H1,2,Empower Financial; Unifimoney,2,Empower Financial; Unifimoney,0,,0,,0,
UMB Banktiol Association,2025-H2,1,Empower Financial,1,Empower Financial,0,,0,,0,
UMB bank,2026-H1,1,Empower Financial,1,Empower Financial,0,,0,,0,
"Unifimoney RIA, Inc.",2021-H1,1,Unifimoney,0,,0,,0,,0,
Unit and Blue Ridge Bank,2022-H1,1,Invoice2go,0,,0,,0,,0,
Unit and Blue Ridge Bank,2023-H2,1,Invoice2go,1,Invoice2go,0,,0,,0,
Unit and TransPecos Banks SSB,2025-H1,1,Invoice2go,1,Invoice2go,0,,0,,0,
Unit and TransPecos Banks SSB,2025-H2,1,Invoice2go,1,Invoice2go,0,,0,,0,
Universitytiol Bank,2012-H2,1,Card.com,1,Card.com,0,,0,,0,
Urban Trust Bank,2009-H2,1,Elastic,0,,1,Elastic,0,,0,
Urban Trust Bank,2010-H2,1,Elastic,0,,1,Elastic,0,,0,
"Urban Trust Bank, a federal savings bank",2010-H1,1,Elastic,0,,1,Elastic,0,,0,
"Vanguard Brokerage Services (VBS), a division of Vanguard Marketing Corporation",2022-H2,1,Vanguard,0,,0,,0,,0,
"Vanguard Brokerage Services (VBS), a division of Vanguard Marketing Corporation",2023-H2,1,Vanguard,0,,0,,0,,0,
Varo Bank,2021-H1,1,Varo,1,Varo,0,,0,,1,Varo
Varo Bank,2021-H2,1,Varo,1,Varo,1,Varo,0,,0,
Varo Bank,2022-H1,1,Varo,1,Varo,1,Varo,0,,1,Varo
Varo Bank,2022-H2,1,Varo,1,Varo,0,,0,,1,Varo
Varo Bank,2024-H1,1,Varo,0,,1,Varo,0,,0,
Varo Bank,2024-H2,1,Varo,1,Varo,1,Varo,0,,0,
Varo Bank,2025-H2,1,Varo,1,Varo,0,,0,,0,
Vast Bank,2021-H1,1,Invstr,0,,0,,0,,0,
Vast Bank,2022-H1,1,Invstr,0,,0,,0,,0,
Vast Bank,2022-H2,1,Invstr,1,Invstr,0,,0,,0,
Vast Bank,2023-H1,1,Invstr,1,Invstr,0,,0,,0,
Vast Bank,2024-H1,1,Invstr,1,Invstr,0,,0,,0,
Vast Bank,2024-H2,1,Invstr,1,Invstr,0,,0,,0,
Vast Bank,2025-H1,1,Invstr,1,Invstr,0,,0,,0,
Vast Bank,2026-H1,1,Invstr,1,Invstr,0,,0,,0,
WEBSTER BANK,2022-H1,1,BrioDirect,0,,0,,0,,0,
WEBSTER BANK,2024-H2,1,BrioDirect,0,,0,,0,,0,
Web Bank,2026-H1,1,Prosper,0,,1,Prosper,0,,0,
WebBank,2011-H2,1,Prosper,0,,1,Prosper,0,,0,
WebBank,2013-H2,2,Fingerhut; Prosper,1,Prosper,1,Fingerhut,0,,1,Fingerhut
WebBank,2014-H1,2,Fingerhut; Prosper,1,Prosper,1,Fingerhut,0,,1,Fingerhut
WebBank,2014-H2,2,Prosper; Fingerhut,0,,2,Prosper; Fingerhut,0,,1,Fingerhut
WebBank,2015-H1,2,Fingerhut; CAN Capital,0,,2,Fingerhut; CAN Capital,0,,1,Fingerhut
WebBank,2015-H2,3,Avant; Prosper; Fingerhut,1,Avant,2,Prosper; Fingerhut,0,,1,Fingerhut
WebBank,2016-H1,3,Avant; Fingerhut; Prosper,1,Avant,2,Fingerhut; Prosper,0,,0,
WebBank,2017-H1,2,Avant; Prosper,1,Avant,1,Prosper,0,,0,
WebBank,2017-H2,3,Dell; Paypal; Avant,1,Avant,1,Paypal,0,,0,
WebBank,2018-H1,2,Dell; Paypal,0,,2,Paypal; Dell,0,,0,
WebBank,2018-H2,3,Dell; Paypal; Petal,0,,2,Paypal; Dell,0,,1,Petal
WebBank,2019-H1,5,Avant; Dell; Paypal; Petal; Fingerhut,0,,2,Paypal; Dell,0,,3,Avant; Petal; Fingerhut
WebBank,2019-H2,6,Dell; Paypal; Petal; Prosper; Solar Mosaic; Fingerhut,0,,4,Paypal; Prosper; Solar Mosaic; Dell,0,,2,Petal; Fingerhut
WebBank,2020-H1,6,Dell; Paypal; Petal; Prosper; Solar Mosaic; Oportun,0,,4,Paypal; Prosper; Solar Mosaic; Dell,0,,2,Petal; Oportun
WebBank,2020-H2,6,Dell; Paypal; Avant; Fingerhut; Oportun; CAN Capital,0,,3,Paypal; Dell; CAN Capital,0,,3,Avant; Fingerhut; Oportun
WebBank,2021-H1,8,Dell; DigniFi; Paypal; Prosper; Solar Mosaic; Avant; Oportun; Petal,0,,4,Paypal; Prosper; Solar Mosaic; Dell,0,,3,Avant; Oportun; Petal
WebBank,2021-H2,7,Avant; Dell; Fingerhut; OneMain Financial; Oportun; Petal; CAN Capital,0,,3,Dell; Fingerhut; CAN Capital,0,,5,Avant; OneMain Financial; Fingerhut; Oportun; Petal
WebBank,2022-H1,11,CAN Capital; Cleo; Dell; DigniFi; Fingerhut; Prosper; Shopify; Solar Mosaic; Avant; Petal; Paypal,1,Paypal,6,CAN Capital; Prosper; Shopify; Solar Mosaic; Dell; Fingerhut,0,,4,Avant; Cleo; Fingerhut; Petal
WebBank,2022-H2,10,Capital on Tap; Cleo; Dell; Fingerhut; Paypal; Prosper; Shopify; Solar Mosaic; Oportun; Petal,0,,5,Prosper; Shopify; Solar Mosaic; Dell; Fingerhut,0,,6,Shopify; Cleo; Fingerhut; Oportun; Petal; Prosper
WebBank,2023-H1,14,Cleo; Collective Liquidity; Dell; Fingerhut; Gemini; Lane Health; Paypal; Prosper; Shopify; Solar Mosaic; Oportun; Petal; Capital on Tap; OneMain Financial,1,Collective Liquidity,8,Collective Liquidity; Lane Health; Paypal; Prosper; Shopify; Solar Mosaic; Dell; Fingerhut,0,,5,Gemini; Cleo; Oportun; Petal; OneMain Financial
WebBank,2023-H2,12,Avant; Build; Cleo; Collective Liquidity; Gemini; Lane Health; Paypal; Petal; Prosper; Shopify; Oportun; Fingerhut,0,,6,Build; Collective Liquidity; Lane Health; Paypal; Prosper; Shopify,0,,7,Avant; Gemini; Petal; Shopify; Cleo; Oportun; Fingerhut
WebBank,2024-H1,11,BMG Money; Build; Capital on Tap; Cleo; Fingerhut; Gemini; Paypal; Petal; Shopify; Solar Mosaic; Oportun,0,,6,BMG Money; Build; Paypal; Shopify; Solar Mosaic; Fingerhut,0,,4,Gemini; Petal; Cleo; Oportun
WebBank,2024-H2,9,BMG Money; Build; Cleo; Fingerhut; Gemini; Paypal; Shopify; Oportun; Petal,0,,5,BMG Money; Build; Paypal; Shopify; Fingerhut,0,,4,Gemini; Cleo; Oportun; Petal
WebBank,2025-H1,11,BMG Money; Capital on Tap; Cleo; Fingerhut; Paypal; Petal; Shopify; Gemini; Empower; DigniFi; OneMain Financial,0,,4,BMG Money; Paypal; Shopify; Fingerhut,0,,6,Petal; Gemini; Cleo; Empower; DigniFi; OneMain Financial
WebBank,2025-H2,10,BMG Money; Cleo; DigniFi; Gemini; Paypal; Petal; Shopify; Fingerhut; CAN Capital; Prosper,0,,5,BMG Money; Paypal; Shopify; CAN Capital; Prosper,0,,5,DigniFi; Gemini; Petal; Cleo; Fingerhut
WebBank,2026-H1,7,BMG Money; Capital on Tap; Cleo; DigniFi; Gemini; Shopify; Scratchpay,0,,3,BMG Money; Shopify; Scratchpay,0,,3,DigniFi; Gemini; Cleo
"WebBank, The Bancorp Bank",2023-H1,1,Lane Health,0,,0,,0,,1,Lane Health
"WebBank, a Utah-chartered Industrial Bank",2012-H2,1,Prosper,0,,1,Prosper,0,,0,
"WebBank, a Utah-chartered Industrial Bank",2013-H1,1,Prosper,0,,1,Prosper,0,,0,
"WebBank, a Utah-chartered Industrial Bank",2013-H2,1,Prosper,0,,1,Prosper,0,,0,
"WebBank, a Utah-chartered industrial bank",2025-H1,1,Prosper,0,,0,,0,,1,Prosper
"WebBank, a Utah-chartered industrial bank; WebBank",2017-H1,1,Paypal,0,,1,Paypal,0,,0,
WebBank/Fingerhut,2012-H2,1,Fingerhut,0,,0,,0,,0,
WebBank/Fingerhut,2013-H1,1,Fingerhut,0,,0,,0,,0,
WebBank; WebBank,2021-H1,1,Petal,0,,0,,0,,1,Petal
WebBank; WebBank,2021-H2,1,Petal,0,,0,,0,,1,Petal
WebBank; WebBank,2022-H2,1,Petal,0,,0,,0,,1,Petal
WebBank; WebBank,2023-H1,2,Petal; Cleo,0,,0,,0,,1,Petal
WebBank; WebBank,2023-H2,1,Petal,0,,0,,0,,1,Petal
WebBank; WebBank,2024-H1,1,Petal,0,,0,,0,,1,Petal
WebBank; WebBank,2024-H2,1,Petal,0,,0,,0,,1,Petal
WebBank; WebBank,2025-H1,1,Petal,0,,0,,0,,1,Petal
"WebBank; WebBank, a Utah-chartered Industrial Bank",2016-H2,1,Paypal,0,,1,Paypal,0,,0,
"WebBank; WebBank, a Utah-chartered, FDIC-insured bank located in Salt Lake City, Utah",2022-H1,1,Petal,0,,0,,0,,1,Petal
"WebBank; WebBank; WebBank, a Utah-chartered, FDIC-insured bank",2021-H1,1,Petal,0,,0,,0,,1,Petal
"WebBank; WebBank; WebBank, a Utah-chartered, FDIC-insured bank located in Salt Lake City, Utah",2021-H2,1,Petal,0,,0,,0,,1,Petal
Webster Bank,2022-H1,1,BrioDirect,1,BrioDirect,0,,0,,0,
Webster Bank,2022-H2,2,BrioDirect; Rho,1,BrioDirect,0,,0,,1,Rho
Webster Bank,2023-H1,2,BrioDirect; Rho,2,BrioDirect; Rho,0,,0,,1,Rho
Webster Bank,2023-H2,1,Rho,1,Rho,0,,0,,0,
Webster Bank,2024-H1,2,BrioDirect; Rho,2,BrioDirect; Rho,0,,0,,1,Rho
Webster Bank,2024-H2,3,BrioDirect; Rho; Goalsetter,2,BrioDirect; Rho,0,,0,,1,Rho
Webster Bank,2025-H1,2,BrioDirect; Rho,2,BrioDirect; Rho,0,,0,,1,Rho
Webster Bank,2025-H2,2,BrioDirect; Rho,2,BrioDirect; Rho,0,,0,,1,Rho
Webster Bank,2026-H1,1,BrioDirect,1,BrioDirect,0,,0,,0,
Webster Bank; Webster Bank,2023-H2,1,Rho,0,,0,,0,,1,Rho
Webster Bank; Webster Bank,2025-H1,1,Rho,0,,0,,0,,1,Rho
Webster Bank; Webster Bank,2025-H2,1,Rho,0,,0,,0,,1,Rho
Wells Fargo,2021-H1,1,Albert,0,,0,,0,,0,
Wells Fargo,2024-H1,1,Unlimited Remit,1,Unlimited Remit,0,,0,,0,
Wells Fargo,2025-H1,1,Unlimited Remit,1,Unlimited Remit,0,,0,,0,
Wells Fargo Bank,2012-H1,1,Mindbody,0,,0,,1,Mindbody,0,
Wells Fargo Bank,2012-H2,1,Mindbody,0,,0,,1,Mindbody,0,
Wells Fargo Bank,2013-H1,1,Mindbody,0,,0,,1,Mindbody,0,
Wells Fargo Bank,2013-H2,1,Mindbody,0,,0,,1,Mindbody,0,
Wells Fargo Bank,2015-H1,1,Mindbody,0,,0,,1,Mindbody,0,
Wells Fargo Bank,2015-H2,1,Mindbody,0,,0,,1,Mindbody,0,
Wells Fargo Bank,2017-H2,1,Mindbody,0,,0,,1,Mindbody,0,
Wells Fargo Bank,2020-H1,1,Mindbody,0,,0,,0,,0,
Wells Fargo Bank,2021-H1,1,Mindbody,0,,0,,0,,0,
Wells Fargo Bank,2021-H2,1,Mindbody,0,,0,,0,,0,
Wells Fargo Bank,2022-H1,1,Mindbody,0,,0,,0,,0,
Wells Fargo Bank,2022-H2,3,Aurora Payments; Mindbody; Payment Depot,0,,0,,0,,0,
Wells Fargo Bank,2023-H1,3,Aurora Payments; Mindbody; TCBPay,0,,0,,1,TCBPay,0,
Wells Fargo Bank,2025-H2,1,Unlimited Remit,1,Unlimited Remit,0,,0,,0,
Wells Fargo Bank,2026-H1,1,Unlimited Remit,1,Unlimited Remit,0,,0,,0,
Wells Fargo Bank and American Express Centurion Bank,2013-H1,1,Bluebird,1,Bluebird,0,,0,,0,
Wells Fargo Bank and American Express Centurion Bank,2013-H2,1,Bluebird,0,,0,,0,,0,
Wells Fargo Bank and American Express Centurion Bank,2014-H2,1,Bluebird,0,,0,,0,,0,
Wells Fargo Bank and American Express Centurion Bank,2016-H1,1,Bluebird,1,Bluebird,0,,0,,0,
"Wells Fargo Bank, American Express Centurion Bank",2013-H2,1,Bluebird,1,Bluebird,0,,0,,0,
"Wells Fargo Bank, American Express Centurion Bank",2014-H1,1,Bluebird,1,Bluebird,0,,0,,0,
"Wells Fargo Bank, American Express Centurion Bank",2015-H1,1,Bluebird,0,,0,,0,,0,
"Wells Fargo Bank, American Express Centurion Bank",2015-H2,1,Bluebird,0,,0,,0,,0,
"Wells Fargo Bank, American Express Centurion Bank",2017-H1,1,Bluebird,0,,0,,0,,0,
"Wells Fargo Bank, Concord, CA",2018-H2,1,Mindbody,0,,0,,0,,0,
"Wells Fargo Bank, Concord, CA Elavon, Inc.",2020-H2,1,Mindbody,0,,0,,0,,0,
Wells Fargo Bank; American Express Centurion Bank,2017-H2,1,Bluebird,0,,0,,0,,0,
"Wells Fargo, Axos Bank",2021-H2,1,Albert,0,,0,,0,,0,
"Wells Fargo, Axos Bank, Coastal Community Bank",2021-H1,1,Albert,1,Albert,0,,0,,0,
Westamerica Bank,2018-H1,1,Shift4,0,,0,,1,Shift4,0,
Westamerica Bank,2018-H2,1,Shift4,0,,0,,1,Shift4,0,
Westamerica Bank,2019-H1,1,Shift4,0,,0,,1,Shift4,0,
Westbon Inc. (formerly Boro),2021-H2,1,Kora Money,0,,1,Kora Money,0,,0,
a member of FDIC,2020-H1,1,Cogni,1,Cogni,0,,0,,0,
a member of FDIC,2021-H2,1,Cogni,1,Cogni,0,,0,,0,
a qualified fincial institution member of Mastercard,2021-H1,1,Seneca Women,0,,0,,0,,1,Seneca Women
"and are FDIC insured up to $5,000,000 through a network of FDIC insured banks",2021-H1,1,Bella,1,Bella,0,,0,,0,
banks and credit unions,2020-H2,1,Splash Financial,0,,1,Splash Financial,0,,0,
i3,2025-H1,1,Onyx Private,1,Onyx Private,0,,0,,0,
i3 bank partner,2024-H1,1,Onyx Private,0,,0,,1,Onyx Private,0,
nbkc bank,2020-H1,2,Betterment; Empower,2,Betterment; Empower,0,,0,,0,
nbkc bank,2020-H2,3,Betterment; Empower; Gusto,2,Betterment; Gusto,0,,0,,0,
nbkc bank,2021-H1,4,Bella; Betterment; Empower; Gusto,3,Bella; Betterment; Empower,0,,1,Bella,0,
nbkc bank,2021-H2,2,Bella; Betterment,2,Bella; Betterment,0,,1,Bella,0,
nbkc bank,2022-H1,5,Bella; Betterment; Empower; Gusto; Starship,5,Bella; Betterment; Empower; Starship; Gusto,0,,1,Bella,0,
nbkc bank,2022-H2,4,Betterment; Empower; Gusto; Starship,4,Betterment; Empower; Starship; Gusto,0,,0,,0,
nbkc bank,2023-H1,4,Bella; Betterment; Empower; Gusto,4,Bella; Betterment; Empower; Gusto,0,,1,Bella,0,
nbkc bank,2023-H2,3,Betterment; Empower; Wysh,3,Betterment; Empower; Wysh,0,,0,,0,
nbkc bank,2024-H1,5,Betterment; Empower; Gusto; Starship; Wysh,5,Betterment; Empower; Starship; Gusto; Wysh,1,Betterment,0,,0,
nbkc bank,2024-H2,4,Betterment; Empower; Gusto; Wysh,4,Betterment; Empower; Gusto; Wysh,0,,0,,0,
nbkc bank,2025-H1,4,Betterment; Gusto; Wysh; Rocket,3,Betterment; Gusto; Wysh,0,,0,,0,
nbkc bank,2025-H2,6,Acorns; Betterment; Empower; Gusto; Wysh; Rocket,5,Acorns; Betterment; Empower; Gusto; Wysh,0,,0,,0,
nbkc bank,2026-H1,2,Betterment; Gusto,2,Betterment; Gusto,0,,0,,0,
nbkc bank for accounts opened after January 1st 2020; Evolve Bank & Trust for accounts opened before January 1st 2020,2020-H2,1,Empower,1,Empower,0,,0,,0,
nbkc bank; nbkc bank,2023-H1,1,Starship,1,Starship,0,,0,,0,
our partner Bank,2022-H2,1,Fizz,1,Fizz,0,,0,,0,
partner banks,2025-H1,1,Public,0,,0,,0,,0,
pursued by,2025-H2,1,Modak,0,,0,,0,,1,Modak
regulated banking partner,2024-H2,1,Wayapay,1,Wayapay,0,,0,,0,
regulated banking partner,2026-H1,1,Wayapay,1,Wayapay,0,,0,,0,
the Bancorp Bank,2014-H2,1,Systems   Methods Inc.,0,,0,,0,,0,
the Bank,2021-H1,1,Klutch,0,,0,,0,,0,
the Bank,2022-H1,1,Klutch,0,,0,,0,,0,
the Bank,2022-H2,1,Klutch,0,,0,,0,,0,
the Bank,2023-H1,1,Klutch,0,,0,,0,,0,
the Bank,2024-H1,1,Klutch,0,,0,,0,,0,
the Lending Bank,2026-H1,1,NinjaHoldings,0,,1,NinjaHoldings,0,,0,
tiol Bank of Cada,2024-H1,1,Yariex,0,,0,,0,,0,
tiol Bank of Cada,2024-H2,1,Yariex,0,,0,,0,,0,
