bank_name,period,n_firms,firms,n_firms_savings,firms_savings,n_firms_borrowing,firms_borrowing,n_firms_payments,firms_payments,n_firms_credit_cards,firms_credit_cards
"Evolve Bank & Trust, Celtic Bank; Federal Deposit Insurance Corporation (FDIC)",2023-H1,1,Flycoin,1,Flycoin,0,,0,,0,
"Evolve Bank & Trust, Celtic Bank; Federal Deposit Insurance Corporation (FDIC)",2024-H1,1,Flycoin,1,Flycoin,0,,0,,0,
"Evolve Bank & Trust, Celtic Bank; Federal Deposit Insurance Corporation (FDIC)",2025-H1,1,Flycoin,1,Flycoin,0,,0,,0,
"Evolve Bank & Trust, Fifth Third Bank",2025-H1,1,Shopify,1,Shopify,0,,0,,0,
"Evolve Bank & Trust, Lead Bank",2026-H1,1,Earnin,0,,0,,0,,0,
"Evolve Bank & Trust, Stride Bank",2026-H1,1,Affirm,1,Affirm,0,,0,,0,
"Evolve Bank & Trust, Sutton Bank, Celtic Bank",2024-H2,1,Affirm,0,,1,Affirm,0,,0,
"Evolve Bank & Trust, Webster Bank",2022-H2,1,Rho,0,,0,,0,,0,
"Evolve Bank & Trust, member of the Federal Deposit Insurance Corporation",2025-H1,1,Dave,1,Dave,0,,0,,0,
Evolve Bank & Trust; Evolve Bank & Trust,2021-H2,2,Dave; Ampla,1,Dave,1,Ampla,0,,0,
"Evolve Bank & Trust;, Thread Bank;",2023-H1,1,Relayfi,0,,0,,0,,1,Relayfi
Evolve Bank Trust,2022-H2,1,Step,0,,0,,0,,0,
Evolve Bank and Trust,2019-H2,1,Goalsetter,1,Goalsetter,0,,0,,0,
Evolve Bank and Trust,2020-H2,1,Rho,1,Rho,0,,0,,0,
Evolve Bank and Trust,2021-H1,1,Rho,1,Rho,0,,0,,0,
Evolve Bank and Trust,2021-H2,2,Ampla; Rho,2,Rho; Ampla,0,,0,,0,
Evolve Bank and Trust,2022-H1,1,Rho,1,Rho,0,,0,,0,
Evolve Bank and Trust,2022-H2,2,Juno; Sequin,0,,0,,0,,0,
Evolve Bank and Trust,2023-H1,2,Build; Juno,0,,1,Build,0,,0,
Evolve Bank and Trust,2023-H2,1,Juno,0,,0,,0,,0,
Evolve Bank and Trust,2024-H2,1,Dave,1,Dave,1,Dave,0,,0,
FDIC,2021-H2,1,Tribevest,1,Tribevest,0,,0,,0,
FDIC,2022-H2,1,Majority,1,Majority,0,,0,,0,
FDIC Insurance U.S. dollar deposits in your Fiat Account held in one or more Omnibus Accounts at one or more Banks located in the United States are held with the intention that they be eligible for Federal Deposit Insurance Corporation (“FDIC”) “pass-through” deposit insurance,2019-H2,1,Gemini,1,Gemini,0,,0,,0,
FDIC Insured banking directly in Tribevest,2021-H2,1,Tribevest,0,,0,,0,,0,
FDIC-Insured Bank,2024-H2,1,LPL Financial,0,,0,,0,,0,
FDIC-Insured Bank,2025-H2,1,LPL Financial,0,,0,,0,,0,
FDIC-insured,2022-H1,1,Gravy,0,,0,,0,,0,
FDIC-insured,2022-H2,1,Gravy,0,,0,,0,,0,
FDIC-insured,2023-H1,2,Gravy; Sammy,1,Sammy,0,,0,,0,
FDIC-insured,2023-H2,2,Covercy; CreditStrong,0,,0,,0,,0,
FDIC-insured,2024-H1,1,CreditStrong,0,,0,,0,,0,
FDIC-insured,2025-H1,2,CreditStrong; Panacea Financial,1,Panacea Financial,0,,0,,0,
FDIC-insured,2025-H2,1,Panacea Financial,1,Panacea Financial,0,,0,,0,
FDIC-insured,2026-H1,1,CreditStrong,0,,0,,0,,0,
FDIC-insured account,2023-H1,1,TruckSmarter,0,,1,TruckSmarter,0,,0,
FDIC-insured bank,2025-H1,1,CreditStrong,0,,0,,0,,0,
FDIC-insured banks,2019-H1,1,Albert,1,Albert,0,,0,,0,
FDIC-insured banks,2019-H2,1,Albert,1,Albert,0,,0,,0,
FDIC-insured banks,2020-H1,1,Albert,1,Albert,0,,0,,0,
FDIC-insured banks,2020-H2,1,Albert,1,Albert,0,,0,,0,
FDIC-insured business bank,2022-H2,1,CreditStrong,0,,1,CreditStrong,0,,0,
FDIC-insured business bank,2023-H1,1,CreditStrong,0,,1,CreditStrong,0,,0,
FDIC-insured business bank loan,2023-H1,1,CreditStrong,0,,1,CreditStrong,0,,0,
FDIC-insured business bank loan,2023-H2,1,CreditStrong,0,,1,CreditStrong,0,,0,
FDIC-insured checking account,2024-H1,1,TruckSmarter,0,,1,TruckSmarter,0,,0,
FIFTH THIRD BANK,2024-H1,1,TCBPay,0,,0,,1,TCBPay,0,
FNBO,2024-H1,1,Centime,1,Centime,0,,0,,0,
FNBO,2024-H2,1,Centime,0,,0,,0,,0,
FNBO,2025-H1,1,Centime,1,Centime,0,,0,,1,Centime
FNBO,2026-H1,1,Centime,0,,0,,0,,0,
Federal Deposit Insurance Corporation (FDIC),2022-H1,1,ByteFederal,1,ByteFederal,0,,0,,0,
Federal Deposit Insurance Corporation (FDIC),2025-H2,1,Wise,1,Wise,0,,0,,0,
Fifth Third Bank,2020-H1,1,SumUp,0,,0,,1,SumUp,0,
Fifth Third Bank,2025-H2,1,Housecall Pro,0,,0,,1,Housecall Pro,0,
Fifth Third Bank,2026-H1,1,Beam,1,Beam,0,,0,,0,
"Fifth Third Bank, Members FDIC",2026-H1,1,Shopify,1,Shopify,0,,0,,0,
Fifth Third Banktiol Association,2025-H1,1,GasBuddy,0,,0,,0,,1,GasBuddy
Fifth Third Banktiol Association,2025-H2,1,GasBuddy,0,,0,,0,,1,GasBuddy
Fifth Third Banktiol Association,2026-H1,1,GasBuddy,0,,0,,0,,1,GasBuddy
FinWise Bank,2018-H1,1,Opploans,0,,1,Opploans,0,,0,
FinWise Bank,2018-H2,1,Opploans,0,,1,Opploans,0,,0,
FinWise Bank,2019-H1,2,Opploans; Rise Credit,0,,2,Opploans; Rise Credit,0,,0,
FinWise Bank,2019-H2,2,Opploans; Rise Credit,0,,2,Opploans; Rise Credit,0,,0,
FinWise Bank,2020-H2,1,American First Finance,0,,1,American First Finance,0,,0,
FinWise Bank,2021-H1,2,American First Finance; Mulligan Funding,0,,2,American First Finance; Mulligan Funding,0,,0,
FinWise Bank,2021-H2,2,American First Finance; Mulligan Funding,0,,2,American First Finance; Mulligan Funding,0,,0,
FinWise Bank,2022-H1,3,American First Finance; Mulligan Funding; Empower,0,,3,American First Finance; Mulligan Funding; Empower,0,,0,
FinWise Bank,2022-H2,4,American First Finance; Edly; Empower; Mulligan Funding,0,,4,American First Finance; Edly; Empower; Mulligan Funding,0,,0,
FinWise Bank,2023-H1,5,American First Finance; Edly; Empower; Rise Credit; Mulligan Funding,0,,5,American First Finance; Edly; Empower; Rise Credit; Mulligan Funding,0,,0,
FinWise Bank,2023-H2,3,American First Finance; Edly; Empower,0,,3,American First Finance; Edly; Empower,0,,0,
FinWise Bank,2024-H1,5,American First Finance; Edly; Empower; Stride Funding; Mulligan Funding,0,,4,American First Finance; Edly; Empower; Mulligan Funding,0,,0,
FinWise Bank,2024-H2,4,American First Finance; Empower; Edly; Mulligan Funding,0,,4,American First Finance; Empower; Edly; Mulligan Funding,0,,0,
FinWise Bank,2025-H1,3,Edly; Empower; American First Finance,0,,3,Edly; Empower; American First Finance,0,,0,
FinWise Bank,2025-H2,2,Edly; Empower,0,,2,Edly; Empower,0,,0,
FinWise Bank,2026-H1,1,Mulligan Funding,0,,1,Mulligan Funding,0,,0,
FinWise Bank FDIC,2020-H2,1,Mulligan Funding,0,,1,Mulligan Funding,0,,0,
"FinWise Bank, Capital Community Bank",2024-H1,1,Rise Credit,0,,1,Rise Credit,0,,0,
"FinWise Bank, Capital Community Bank",2024-H2,1,Rise Credit,0,,1,Rise Credit,0,,0,
"FinWise Bank, a Utah chartered bank, located in Murray, UT",2020-H2,1,Rise Credit,0,,1,Rise Credit,0,,0,
"FinWise Bank, a Utah chartered bank, located in Murray, UT",2021-H1,1,Rise Credit,0,,1,Rise Credit,0,,0,
"FinWise Bank, a Utah chartered bank, located in Murray, UT",2021-H2,1,Rise Credit,0,,1,Rise Credit,0,,0,
"FinWise Bank, a Utah chartered bank, located in Murray, UT",2022-H1,1,Rise Credit,0,,1,Rise Credit,0,,0,
"FinWise Bank, a Utah chartered bank, located in Murray, UT",2022-H2,1,Rise Credit,0,,1,Rise Credit,0,,0,
Finwise Bank,2023-H2,1,Edly,0,,1,Edly,0,,0,
First Caroli Bank,2024-H1,1,Bm Technologies,0,,0,,0,,0,
First Caroli Bank,2024-H2,1,Bm Technologies,0,,0,,0,,0,
First Caroli Bank,2025-H1,1,Bm Technologies,0,,0,,0,,0,
First Caroli Bank,2025-H2,1,Bm Technologies,1,Bm Technologies,0,,0,,0,
First Century Bank,2014-H1,1,Ingo Money,0,,0,,1,Ingo Money,0,
First Century Bank,2014-H2,1,Ingo Money,0,,0,,1,Ingo Money,0,
First Century Bank,2016-H1,1,Ingo Money,0,,0,,1,Ingo Money,0,
First Century Bank,2019-H1,1,Ingo Money,0,,0,,1,Ingo Money,0,
First Century Bank,2020-H2,1,Ingo Money,0,,0,,1,Ingo Money,0,
First Century Bank,2021-H1,1,Ingo Money,0,,0,,1,Ingo Money,0,
First Century Bank; First Century Bank,2015-H1,1,Ingo Money,0,,0,,1,Ingo Money,0,
First Electronic Bank,2017-H1,1,Personify Financial,0,,1,Personify Financial,0,,0,
First Electronic Bank,2017-H2,1,Fundbox,0,,1,Fundbox,0,,0,
First Electronic Bank,2018-H1,1,Fundbox,0,,1,Fundbox,0,,0,
First Electronic Bank,2018-H2,1,Fundbox,0,,1,Fundbox,0,,0,
First Electronic Bank,2019-H2,2,Fundbox; Personify Financial,0,,2,Fundbox; Personify Financial,0,,0,
First Electronic Bank,2020-H1,1,Fundbox,0,,1,Fundbox,0,,0,
First Electronic Bank,2020-H2,2,Fundbox; Personify Financial,0,,2,Fundbox; Personify Financial,0,,0,
First Electronic Bank,2022-H2,2,Credit Key; Horizon Hobby,0,,0,,0,,2,Credit Key; Horizon Hobby
First Electronic Bank,2023-H1,2,Credit Key; Horizon Hobby,0,,0,,0,,2,Credit Key; Horizon Hobby
First Electronic Bank,2023-H2,1,Westgate Resorts,0,,0,,0,,1,Westgate Resorts
First Electronic Bank,2024-H1,1,Westgate Resorts,0,,0,,0,,1,Westgate Resorts
First Electronic Bank,2024-H2,2,Westgate Resorts; Personify Financial,0,,1,Personify Financial,0,,1,Westgate Resorts
First Electronic Bank,2025-H1,1,Westgate Resorts,0,,0,,0,,1,Westgate Resorts
First Electronic Bank,2025-H2,2,Fundbox; Westgate Resorts,0,,1,Fundbox,0,,1,Westgate Resorts
First Electronic Bank,2026-H1,4,Coinbase; Fundbox; Housecall Pro; Westgate Resorts,2,Coinbase; Housecall Pro,1,Fundbox,0,,1,Westgate Resorts
"First Electronic Bank, a Utah-chartered industrial bank",2016-H1,1,Personify Financial,0,,1,Personify Financial,0,,0,
First Fed Bank,2024-H1,1,Splash Financial,0,,1,Splash Financial,0,,0,
First Federal Bank of Florida,2024-H1,1,Monerepay,0,,0,,1,Monerepay,0,
First Federal Bank of Florida,2024-H2,1,Monerepay,0,,0,,1,Monerepay,0,
First Fidelity Bank,2024-H1,1,Unifimoney,1,Unifimoney,0,,0,,0,
First Fidelity Bank (FFB),2026-H1,1,Unifimoney,0,,0,,0,,0,
First Internet Bank of India,2023-H2,1,Workiz,0,,0,,0,,1,Workiz
First Internet Bank of India,2024-H1,2,Beam; Workiz,1,Beam,0,,0,,1,Workiz
First Internet Bank of India,2024-H2,2,Beam; Workiz,1,Beam,0,,0,,1,Workiz
First Internet Bank of India,2025-H1,2,Beam; Ramp,2,Beam; Ramp,0,,0,,0,
First Internet Bank of India,2025-H2,2,Beam; Workiz,1,Beam,0,,0,,1,Workiz
First Internet Bank of India,2026-H1,3,Beam; Lili; Ramp,1,Beam,1,Lili,0,,1,Lili
First Pryority Bank,2023-H1,1,Totem,1,Totem,0,,0,,0,
First Pryority Bank,2024-H2,1,Totem,1,Totem,0,,0,,0,
FirstBank,2023-H2,1,High Circle,1,High Circle,0,,0,,0,
"FirstBank, a Tennessee Corporation",2024-H1,2,Crescent; High Circle,2,Crescent; High Circle,0,,0,,0,
"FirstBank, a Tennessee Corporation",2024-H2,1,Crescent,1,Crescent,0,,0,,0,
"FirstBank, a Tennessee Corporation",2025-H1,1,Crescent,1,Crescent,0,,0,,0,
"Firstrust Bank, First Citizens Community Bank, BTG Pactual Bank",2026-H1,1,College Ave,0,,1,College Ave,0,,0,
"Firstrust Bank, First Citizens Community Bank, M.Y. Safra Bank, FSB",2023-H2,1,College Ave,0,,1,College Ave,0,,0,
"Firstrust Bank, First Citizens Community Bank, M.Y. Safra Bank, FSB",2024-H1,1,College Ave,0,,1,College Ave,0,,0,
"Firstrust Bank, First Citizens Community Bank, M.Y. Safra Bank, FSB",2024-H2,1,College Ave,0,,1,College Ave,0,,0,
"Firstrust Bank, First Citizens Community Bank, M.Y. Safra Bank, FSB",2025-H1,1,College Ave,0,,1,College Ave,0,,0,
"Firstrust Bank, First Citizens Community Bank, M.Y. Safra Bank, FSB",2025-H2,1,College Ave,0,,1,College Ave,0,,0,
"Firstrust Bank, First Citizens Community Bank, or M.Y. Safra Bank, FSB",2024-H1,1,College Ave,0,,1,College Ave,0,,0,
Firsttiol Bank of Omaha,2023-H1,1,MILLI Bank,1,MILLI Bank,0,,0,,0,
Firsttiol Bank of Omaha,2023-H2,1,MILLI Bank,1,MILLI Bank,0,,0,,0,
Firsttiol Bank of Omaha,2024-H1,1,MILLI Bank,1,MILLI Bank,0,,0,,0,
Firsttiol Bank of Omaha,2024-H2,2,MILLI Bank; SpotOn,1,MILLI Bank,0,,0,,0,
"Firsttiol Bank of Omaha, HSBC Bank USAtiol Association",2013-H2,1,PaySimple,0,,0,,1,PaySimple,0,
Foris GFS Australia Pty Ltd,2022-H2,1,Crypto.com,0,,0,,0,,0,
"Gemini Trust Company, LLC",2018-H2,1,Gemini,0,,0,,0,,0,
"Gemini Trust Company, LLC",2019-H1,1,Gemini,1,Gemini,0,,0,,0,
"Gemini Trust Company, LLC",2019-H2,1,Gemini,0,,0,,0,,0,
"Gemini Trust Company, LLC",2020-H1,1,Gemini,1,Gemini,0,,0,,0,
"Gemini Trust Company, LLC",2020-H2,1,Gemini,1,Gemini,0,,0,,0,
"Gemini Trust Company, LLC",2021-H1,1,Gemini,1,Gemini,0,,0,,0,
"Gemini Trust Company, LLC",2022-H2,1,Betterment,1,Betterment,0,,0,,0,
GoBank,2021-H1,1,Uber,0,,0,,0,,1,Uber
GoBank,2023-H2,1,Uber,1,Uber,0,,0,,0,
GoBank,2024-H1,1,Uber,1,Uber,0,,0,,0,
"GoBank, a brand of Green",2020-H2,1,Uber,0,,0,,0,,1,Uber
"GoBank, a brand of Green Dot Bank",2019-H2,1,Uber,1,Uber,0,,0,,0,
"GoBank, a brand of Green Dot Bank",2020-H2,1,Uber,1,Uber,0,,0,,0,
"GoBank, a brand of Green Dot Bank",2021-H1,1,Uber,1,Uber,0,,0,,0,
Goldman Sachs Bank USA,2018-H2,1,Marcus,1,Marcus,0,,0,,0,
Goldman Sachs Bank USA,2019-H2,1,Marcus,1,Marcus,1,Marcus,0,,0,
Goldman Sachs Bank USA,2020-H1,1,Marcus,1,Marcus,0,,0,,0,
Goldman Sachs Bank USA,2020-H2,1,Marcus,1,Marcus,0,,0,,0,
Goldman Sachs Bank USA,2021-H1,1,Marcus,1,Marcus,0,,0,,0,
Goldman Sachs Bank USA,2021-H2,1,Marcus,1,Marcus,0,,0,,0,
Goldman Sachs Bank USA,2022-H1,1,Marcus,1,Marcus,0,,0,,0,
Goldman Sachs Bank USA,2023-H1,1,Marcus,1,Marcus,0,,0,,0,
Goldman Sachs Bank USA,2023-H2,1,Marcus,1,Marcus,0,,0,,0,
Goldman Sachs Bank USA,2024-H1,1,Marcus,1,Marcus,0,,0,,0,
Goldman Sachs Bank USA,2024-H2,1,Marcus,1,Marcus,0,,0,,0,
Goldman Sachs Bank USA,2025-H1,1,Marcus,1,Marcus,0,,0,,0,
Goldman Sachs Bank USA,2025-H2,1,Marcus,1,Marcus,0,,0,,1,Marcus
"Goldman Sachs Bank USA, Salt Lake City Branch",2020-H2,1,Marcus,0,,1,Marcus,0,,0,
"Goldman Sachs Bank USA, Salt Lake City Branch",2021-H1,2,Apple; Marcus,0,,1,Marcus,0,,1,Apple
"Goldman Sachs Bank USA, Salt Lake City Branch",2021-H2,1,Apple,0,,0,,0,,1,Apple
"Goldman Sachs Bank USA, Salt Lake City Branch",2022-H1,2,Apple; Marcus,0,,0,,0,,2,Apple; Marcus
"Goldman Sachs Bank USA, Salt Lake City Branch",2022-H2,1,Apple,0,,0,,0,,1,Apple
"Goldman Sachs Bank USA, Salt Lake City Branch",2023-H1,2,Apple; Marcus,0,,0,,0,,2,Apple; Marcus
"Goldman Sachs Bank USA, Salt Lake City Branch",2023-H2,2,Apple; Marcus,0,,0,,0,,2,Apple; Marcus
"Goldman Sachs Bank USA, Salt Lake City Branch",2024-H1,2,Apple; Marcus,0,,0,,0,,2,Apple; Marcus
"Goldman Sachs Bank USA, Salt Lake City Branch",2024-H2,2,Apple; Marcus,0,,0,,0,,2,Apple; Marcus
"Goldman Sachs Bank USA, Salt Lake City Branch",2025-H1,2,Apple; Marcus,1,Marcus,0,,0,,2,Apple; Marcus
"Goldman Sachs Bank USA, Salt Lake City Branch",2025-H2,2,Apple; Marcus,1,Marcus,0,,0,,2,Apple; Marcus
"Goldman Sachs Bank USA, Salt Lake City Branch",2026-H1,2,Apple; Marcus,1,Marcus,0,,0,,1,Apple
"Goldman Sachs Bank, USA, Salt Lake City Branch",2022-H2,1,Marcus,0,,0,,0,,1,Marcus
"Goldman Sachs Bank, USA, Salt Lake City Branch",2023-H1,1,Marcus,0,,0,,0,,1,Marcus
Grasshopper Bancorp,2022-H2,1,Arpari,1,Arpari,0,,1,Arpari,0,
Grasshopper Bank,2022-H2,2,Arpari; Treasure,2,Arpari; Treasure,0,,0,,0,
Grasshopper Bank,2023-H2,1,Treasure,1,Treasure,0,,0,,0,
Grasshopper Bank,2024-H1,1,Treasure,1,Treasure,0,,0,,0,
Grasshopper Bank;,2025-H2,1,Meow,1,Meow,0,,0,,0,
Green Dot Bank,2020-H1,1,Stash,1,Stash,0,,0,,0,
Green Dot Bank,2020-H2,2,Intuit; Stash,2,Stash; Intuit,0,,1,Intuit,0,
Green Dot Bank,2021-H1,2,Intuit; Stash,1,Stash,0,,1,Intuit,0,
Green Dot Bank,2021-H2,3,Intuit; Stash; Wealthfront,3,Intuit; Stash; Wealthfront,0,,1,Intuit,0,
Green Dot Bank,2022-H1,3,Intuit; Stash; Uber,3,Intuit; Stash; Uber,0,,0,,1,Uber
Green Dot Bank,2022-H2,3,Intuit; Stash; Uber,3,Intuit; Stash; Uber,0,,1,Intuit,1,Uber
Green Dot Bank,2023-H1,3,Intuit; Stash; Uber,3,Intuit; Stash; Uber,0,,1,Intuit,1,Uber
Green Dot Bank,2023-H2,2,Intuit; Uber,1,Intuit,0,,1,Intuit,1,Uber
Green Dot Bank,2024-H1,2,Intuit; Uber,1,Intuit,0,,0,,1,Uber
Green Dot Bank,2024-H2,3,Intuit; Stash; Wealthfront,2,Intuit; Wealthfront,1,Intuit,1,Intuit,0,
Green Dot Bank,2025-H1,3,Intuit; Stash; Uber,3,Intuit; Stash; Uber,0,,1,Intuit,1,Uber
Green Dot Bank,2025-H2,2,Intuit; Uber,2,Intuit; Uber,0,,0,,1,Uber
Green Dot Bank upon verification of Cardholder’s Identity,2023-H2,1,Intuit,0,,0,,0,,0,
"Green Dot Bank, FDIC member",2020-H1,1,Intuit,0,,0,,1,Intuit,0,
"Green Dot Bank, Stride Bank",2025-H1,1,Stash,0,,0,,0,,0,
Green Dot Bank; Green Dot Bank,2021-H1,1,Intuit,1,Intuit,0,,0,,0,
Green Dot Bank; Green Dot Bank,2021-H2,1,Intuit,0,,0,,0,,0,
Green Dot Bank; Green Dot Bank,2024-H2,1,Intuit,0,,0,,0,,0,
Green Dot Bank; Green Dot Bank,2025-H1,1,Intuit,0,,0,,0,,0,
H&R Block Bank,2006-H2,1,H R Block,0,,0,,0,,0,
H&R Block Bank,2007-H1,1,H R Block,0,,0,,0,,0,
H&R Block Bank,2008-H1,1,H R Block,0,,0,,0,,0,
H&R Block Bank,2011-H2,1,H R Block,0,,0,,0,,0,
H&R Block Bank,2012-H1,1,H R Block,0,,0,,0,,0,
H&R Block Bank,2013-H1,1,H R Block,0,,0,,0,,0,
H&R Block Bank,2015-H1,1,H R Block,0,,0,,0,,0,
"H&R Block Bank, a Federal Savings Bank",2009-H1,1,H R Block,0,,0,,0,,0,
"H&R Block Bank, a Federal Savings Bank",2009-H2,1,H R Block,0,,0,,0,,0,
"H&R Block Bank, a Federal Savings Bank",2010-H1,1,H R Block,0,,0,,0,,0,
"H&R Block Bank, a Federal Savings Bank",2010-H2,1,H R Block,0,,0,,0,,0,
"H&R Block Bank, a Federal Savings Bank",2011-H1,1,H R Block,0,,0,,0,,0,
"H&R Block Bank, a Federal Savings Bank",2013-H1,1,H R Block,0,,0,,0,,0,
"H&R Block Bank, a Federal Savings Bank",2013-H2,1,H R Block,0,,0,,0,,0,
"H&R Block Bank, a Federal Savings Bank",2014-H1,1,H R Block,0,,0,,0,,0,
"H&R Block Bank, a Federal Savings Bank",2014-H2,1,H R Block,0,,0,,0,,0,
"H&R Block Bank, a Federal Savings Bank",2015-H1,1,H R Block,0,,0,,0,,0,
"H&R Block Bank, a Federal Savings Bank",2015-H2,1,H R Block,0,,0,,0,,0,
"H&R Block Bank, a Federal Savings Bank and",2008-H1,1,H R Block,0,,0,,0,,0,
Hatch Bank,2020-H2,1,HMBradley,0,,0,,0,,1,HMBradley
Hatch Bank,2021-H1,1,HMBradley,0,,0,,0,,1,HMBradley
Hatch Bank,2022-H1,1,HMBradley,0,,0,,0,,1,HMBradley
Hatch Bank,2022-H2,3,HMBradley; Housecall Pro; Wisetack,0,,2,Housecall Pro; Wisetack,0,,1,HMBradley
Hatch Bank,2023-H1,2,Mercantile; Wisetack,0,,1,Wisetack,0,,1,Mercantile
Hatch Bank,2024-H1,1,Mercantile,0,,0,,0,,1,Mercantile
Hatch Bank,2024-H2,1,Mercantile,0,,0,,0,,1,Mercantile
If,2024-H2,1,Netspend,1,Netspend,0,,0,,0,
If,2025-H1,1,Netspend,1,Netspend,0,,0,,0,
If,2025-H2,1,Netspend,1,Netspend,0,,0,,0,
"Integra Credit Five, LLC",2024-H2,1,Integra Credit,0,,1,Integra Credit,0,,0,
"Integra Credit Five, LLC",2025-H1,1,Integra Credit,0,,1,Integra Credit,0,,0,
"Integra Credit Five, LLC",2025-H2,1,Integra Credit,0,,1,Integra Credit,0,,0,
Issuer,2025-H1,1,Klutch,0,,0,,0,,0,
JPMorgan Chase Bank,2023-H2,1,Wise,1,Wise,0,,0,,0,
JPMorgan Chase Bank,2025-H1,1,Wise,0,,0,,0,,0,
JPMorgan Chase Bank,2025-H2,1,Wise,0,,0,,0,,0,
Jeeves,2023-H2,1,Jeeves,1,Jeeves,0,,0,,0,
Jeeves,2025-H2,1,Jeeves,0,,0,,0,,1,Jeeves
KEYBANKTIOL ASSOCIATION,2023-H1,1,Laurel Road,1,Laurel Road,0,,0,,0,
KeyBank,2021-H1,1,Laurel Road,1,Laurel Road,0,,0,,0,
KeyBank,2022-H1,1,Laurel Road,1,Laurel Road,1,Laurel Road,0,,0,
KeyBank,2022-H2,1,Laurel Road,1,Laurel Road,0,,0,,0,
KeyBank,2023-H1,1,Laurel Road,1,Laurel Road,1,Laurel Road,0,,0,
KeyBank,2023-H2,1,Laurel Road,0,,0,,0,,0,
KeyBank,2024-H1,1,Laurel Road,1,Laurel Road,0,,0,,0,
KeyBank,2024-H2,1,Laurel Road,1,Laurel Road,1,Laurel Road,0,,0,
KeyBank,2025-H1,1,Laurel Road,1,Laurel Road,1,Laurel Road,0,,1,Laurel Road
KeyBank,2025-H2,1,Laurel Road,1,Laurel Road,0,,0,,0,
KeyBanktiol Association,2019-H2,1,Laurel Road,0,,1,Laurel Road,0,,0,
KeyBanktiol Association,2020-H1,1,Laurel Road,0,,1,Laurel Road,0,,0,
KeyBanktiol Association,2020-H2,1,Laurel Road,0,,1,Laurel Road,0,,0,
KeyBanktiol Association,2021-H1,1,Laurel Road,0,,1,Laurel Road,0,,1,Laurel Road
KeyBanktiol Association,2021-H2,1,Laurel Road,1,Laurel Road,1,Laurel Road,0,,0,
KeyBanktiol Association,2022-H1,1,Laurel Road,0,,0,,0,,0,
KeyBanktiol Association,2022-H2,1,Laurel Road,0,,1,Laurel Road,0,,0,
KeyBanktiol Association,2023-H1,1,Laurel Road,0,,0,,0,,0,
KeyBanktiol Association,2024-H1,1,Laurel Road,0,,0,,0,,0,
KeyBanktiol Association,2025-H2,1,Laurel Road,0,,0,,0,,0,
KeyBanktiol Association,2026-H1,1,Laurel Road,0,,1,Laurel Road,0,,0,
KeyBanktiol Association; KeyBanktiol Association,2021-H1,1,Laurel Road,0,,1,Laurel Road,0,,0,
KeyBanktiol Association; KeyBanktiol Association,2023-H1,1,Laurel Road,0,,1,Laurel Road,0,,0,
KeyCorp,2022-H1,1,Laurel Road,1,Laurel Road,0,,0,,0,
Kora’s lending partner Westbon Inc. (formerly Boro),2021-H2,1,Kora Money,0,,1,Kora Money,0,,0,
LSB,2019-H1,1,Qapital,1,Qapital,0,,0,,0,
LSB,2019-H2,1,Qapital,1,Qapital,0,,0,,0,
LSB,2020-H1,1,Qapital,1,Qapital,0,,0,,0,
LSB,2021-H2,1,Qapital,1,Qapital,0,,0,,0,
LSB (or another of our Partner Banks),2019-H1,1,Qapital,0,,0,,0,,0,
LSB (or another of our Partner Banks),2019-H2,1,Qapital,0,,0,,0,,0,
LSB (or another of our Partner Banks),2020-H1,1,Qapital,0,,0,,0,,0,
LSB (or another of our Partner Banks),2021-H2,1,Qapital,0,,0,,0,,0,
Laurel Road Bank,2018-H2,1,Laurel Road,1,Laurel Road,1,Laurel Road,0,,0,
Laurel Road Bank,2019-H1,1,Laurel Road,1,Laurel Road,1,Laurel Road,0,,0,
Lead Bank,2020-H2,1,Self,0,,0,,0,,1,Self
Lead Bank,2021-H1,1,Self,0,,0,,0,,1,Self
Lead Bank,2024-H1,1,Lane Health,0,,0,,0,,1,Lane Health
Lead Bank,2025-H1,3,Flexible Finance  Flex ; Seis; Fizz,0,,0,,0,,1,Seis
Lead Bank,2025-H2,2,Flexible Finance  Flex ; Lane Health,0,,0,,0,,1,Lane Health
Lead Bank,2026-H1,4,Flexible Finance  Flex ; Found; Seis; Lane Health,1,Found,0,,0,,2,Seis; Lane Health
"Lead Bank, Equal Housing Lender",2020-H2,1,Self,0,,1,Self,0,,0,
"Lead Bank, Equal Housing Lender",2021-H1,1,Self,0,,1,Self,0,,0,
"Lead Bank, Equal Housing Lender",2022-H1,1,Self,0,,0,,0,,1,Self
"Lead Bank, Equal Housing Lender or Atlantic Capital Bank, Equal Housing Lender",2021-H2,1,Self,0,,0,,0,,1,Self
"Lead Bank, Equal Housing Lender or SouthState Bank, Equal Housing Lender",2022-H1,1,Self,0,,0,,0,,0,
"Lead Bank, Equal Housing Lender or SouthState Bank, Equal Housing Lender",2023-H1,1,Self,0,,0,,0,,1,Self
"Lead Bank, Equal Housing Lender or SouthState Bank, Equal Housing Lender",2024-H1,1,Self,0,,1,Self,0,,1,Self
"Lead Bank, First Century Bank, or Sunrise Banks",2025-H2,1,Self,0,,0,,0,,1,Self
"Lead Bank, First Century Bank, or Sunrise Banks",2026-H1,1,Self,0,,0,,0,,1,Self
"Lead Bank, Miembro FDIC",2026-H1,1,Seis,0,,1,Seis,0,,0,
