company,period,has_financial_service,n_financial_services,n_with_baas,n_baas_partners,baas_partners,has_baas,has_savings,has_savings_baas,has_borrowing,has_borrowing_baas,has_payments,has_payments_baas,has_credit_cards,has_credit_cards_baas,birth_category,founding_year
CurrencyFair,2025-H2,1,3,0,0,,0,1,0,0,0,1,0,0,0,Financial Services,2010.0
CurrencyFair,2026-H1,1,3,0,0,,0,1,0,0,0,1,0,0,0,Financial Services,2010.0
Current,2019-H2,1,1,1,1,Metropolitan Commercial Bank,1,0,0,0,0,0,0,0,0,Financial Services,2017.0
Current,2020-H1,1,1,1,1,Metropolitan Commercial Bank,1,0,0,0,0,0,0,0,0,Financial Services,2017.0
Current,2020-H2,1,3,2,1,Metropolitan Commercial Bank,1,0,0,0,0,0,0,0,0,Financial Services,2017.0
Current,2021-H1,1,2,1,1,Metropolitan Commercial Bank,1,0,0,0,0,0,0,0,0,Financial Services,2017.0
Current,2021-H2,1,2,1,0,,1,0,0,0,0,0,0,0,0,Financial Services,2017.0
Current,2022-H1,1,3,0,0,,0,1,0,0,0,0,0,0,0,Financial Services,2017.0
Current,2022-H2,1,3,0,0,,0,1,0,0,0,0,0,0,0,Financial Services,2017.0
Current,2023-H1,1,3,2,0,,1,1,1,0,0,0,0,0,0,Financial Services,2017.0
Current,2023-H2,1,5,3,2,Cross River Bank; Choice Financial Group,1,1,1,0,0,0,0,1,1,Financial Services,2017.0
Current,2024-H1,1,6,1,1,Cross River Bank,1,1,0,1,0,0,0,1,1,Financial Services,2017.0
Current,2024-H2,1,6,1,1,Cross River Bank,1,1,0,1,0,0,0,1,1,Financial Services,2017.0
Current,2025-H1,1,3,0,0,,0,1,0,1,0,0,0,0,0,Financial Services,2017.0
Current,2025-H2,1,5,1,0,,1,1,1,0,0,0,0,1,0,Financial Services,2017.0
Current,2026-H1,1,5,1,1,Cross River Bank,1,1,0,0,0,0,0,1,1,Financial Services,2017.0
DailyPay,2019-H1,1,3,0,0,,0,0,0,0,0,0,0,0,0,Financial Services,2017.0
DailyPay,2019-H2,1,2,0,0,,0,0,0,0,0,0,0,0,0,Financial Services,2017.0
DailyPay,2020-H1,1,4,0,0,,0,1,0,0,0,0,0,0,0,Financial Services,2017.0
DailyPay,2021-H1,1,4,0,0,,0,0,0,0,0,0,0,0,0,Financial Services,2017.0
DailyPay,2021-H2,1,3,0,0,,0,0,0,0,0,0,0,0,0,Financial Services,2017.0
DailyPay,2022-H1,1,4,1,1,The Bancorp Bank,1,0,0,0,0,0,0,0,0,Financial Services,2017.0
DailyPay,2022-H2,1,2,0,0,,0,0,0,0,0,0,0,0,0,Financial Services,2017.0
DailyPay,2023-H1,1,5,2,1,"The Bancorp Bank, N.A., Member FDIC",1,0,0,0,0,0,0,0,0,Financial Services,2017.0
DailyPay,2023-H2,1,6,3,2,"The Bancorp Bank, N.A., Member FDIC; Evolve Bank & Trust",1,0,0,0,0,0,0,0,0,Financial Services,2017.0
DailyPay,2024-H1,1,7,3,2,"The Bancorp Bank, N.A., Member FDIC; The Bancorp Bank, N.A.",1,0,0,0,0,1,1,0,0,Financial Services,2017.0
DailyPay,2024-H2,1,7,4,1,"The Bancorp Bank, N.A., Member FDIC",1,0,0,0,0,1,1,0,0,Financial Services,2017.0
DailyPay,2025-H1,1,3,1,1,"The Bancorp Bank, N.A., Member FDIC",1,0,0,0,0,1,0,0,0,Financial Services,2017.0
DailyPay,2025-H2,1,3,1,1,"The Bancorp Bank, N.A., Member FDIC",1,0,0,0,0,0,0,0,0,Financial Services,2017.0
DailyPay,2026-H1,1,4,2,1,"The Bancorp Bank, N.A., Member FDIC",1,1,1,0,0,0,0,0,0,Financial Services,2017.0
Dash Solutions,2023-H2,1,1,0,0,,0,0,0,0,0,1,0,0,0,Financial Services,1998.0
Dash Solutions,2024-H1,1,1,0,0,,0,0,0,0,0,1,0,0,0,Financial Services,1998.0
Dash Solutions,2025-H1,1,1,0,0,,0,0,0,0,0,1,0,0,0,Financial Services,1998.0
Datafi Payments,2019-H2,1,1,0,0,,0,0,0,0,0,0,0,0,0,Financial Services,2018.0
Datafi Payments,2020-H2,1,1,0,0,,0,0,0,0,0,0,0,0,0,Financial Services,2018.0
Datafi Payments,2021-H1,1,1,0,0,,0,0,0,0,0,0,0,0,0,Financial Services,2018.0
Datafi Payments,2022-H1,1,1,0,0,,0,0,0,0,0,0,0,0,0,Financial Services,2018.0
Datafi Payments,2022-H2,1,1,0,0,,0,0,0,0,0,0,0,0,0,Financial Services,2018.0
Datafi Payments,2023-H1,1,1,0,0,,0,0,0,0,0,0,0,0,0,Financial Services,2018.0
Datafi Payments,2024-H2,1,1,0,0,,0,0,0,0,0,0,0,0,0,Financial Services,2018.0
Datafi Payments,2025-H1,1,1,0,0,,0,0,0,0,0,0,0,0,0,Financial Services,2018.0
Datafi Payments,2026-H1,1,1,0,0,,0,0,0,0,0,0,0,0,0,Financial Services,2018.0
Dave,2019-H2,1,2,1,0,,1,1,1,0,0,0,0,0,0,Software & SaaS,2017.0
Dave,2020-H1,1,4,1,1,Evolve Bank & Trust,1,1,1,1,0,0,0,0,0,Software & SaaS,2017.0
Dave,2020-H2,1,4,2,1,Evolve Bank & Trust,1,1,1,1,0,0,0,0,0,Software & SaaS,2017.0
Dave,2021-H1,1,4,1,1,"Evolve Bank & Trust, Member FDIC",1,1,0,1,0,0,0,0,0,Software & SaaS,2017.0
Dave,2021-H2,1,6,3,2,"Evolve Bank & Trust; Evolve Bank & Trust, Member FDIC; Evolve Bank & Trust",1,1,1,1,0,0,0,0,0,Software & SaaS,2017.0
Dave,2022-H1,1,7,4,2,"Evolve Bank & Trust, Member FDIC; Evolve Bank & Trust",1,1,1,1,0,0,0,0,0,Software & SaaS,2017.0
Dave,2022-H2,1,4,3,1,Evolve Bank & Trust,1,1,1,0,0,0,0,0,0,Software & SaaS,2017.0
Dave,2023-H1,1,8,3,1,Evolve Bank & Trust,1,1,1,1,1,0,0,0,0,Software & SaaS,2017.0
Dave,2023-H2,1,3,0,0,,0,1,0,1,0,0,0,0,0,Software & SaaS,2017.0
Dave,2024-H1,1,7,3,2,"Evolve Bank & Trust, Member FDIC; Evolve Bank & Trust",1,1,1,1,1,0,0,0,0,Software & SaaS,2017.0
Dave,2024-H2,1,6,4,2,Evolve Bank & Trust; Evolve Bank and Trust,1,1,1,1,1,0,0,0,0,Software & SaaS,2017.0
Dave,2025-H1,1,6,3,2,"Evolve Bank & Trust, member of the Federal Deposit Insurance Corporation; Evolve Bank & Trust",1,1,1,1,1,0,0,0,0,Software & SaaS,2017.0
Dave,2025-H2,1,6,3,2,Evolve Bank & Trust; Evolve,1,1,1,1,1,0,0,0,0,Software & SaaS,2017.0
Dave,2026-H1,1,5,4,2,Evolve Bank & Trust; Evolve,1,1,1,1,1,0,0,0,0,Software & SaaS,2017.0
Dayforce,2024-H1,1,2,1,0,,1,0,0,1,1,0,0,0,0,Software & SaaS,1992.0
Dayforce,2024-H2,1,2,1,0,,1,0,0,1,1,0,0,0,0,Software & SaaS,1992.0
Dayforce,2025-H1,1,2,1,0,,1,0,0,1,1,0,0,0,0,Software & SaaS,1992.0
Dayforce,2025-H2,1,2,1,0,,1,0,0,1,1,0,0,0,0,Software & SaaS,1992.0
Dayforce,2026-H1,1,2,1,0,,1,0,0,1,1,0,0,0,0,Software & SaaS,1992.0
Daylight,2020-H2,1,3,1,0,,1,1,0,0,0,0,0,0,0,Financial Services,2020.0
Daylight,2021-H1,1,3,1,1,"MetaBank®, N.A.",1,1,0,0,0,0,0,0,0,Financial Services,2020.0
Daylight,2021-H2,1,4,3,3,"MetaBank®; MetaBankÂ®, N.A.; MetaBankÂ®, N.A., Member FDIC",1,1,1,0,0,0,0,0,0,Financial Services,2020.0
Daylight,2022-H1,1,2,2,2,"MetaBankÂ®, N.A. Member FDIC; MetaBankÂ®, N.A.",1,1,1,0,0,0,0,0,0,Financial Services,2020.0
Daylight,2022-H2,1,2,2,2,"MetaBankÂ®, N.A. Member FDIC; MetaBankÂ®, N.A.",1,1,1,0,0,0,0,0,0,Financial Services,2020.0
Daylight,2023-H1,1,4,3,2,"Pathward, N.A. Member FDIC; Pathward, N.A.",1,1,1,0,0,0,0,0,0,Financial Services,2020.0
Dell,2008-H1,1,1,0,0,,0,0,0,0,0,0,0,0,0,Hardware & Devices,1984.0
Dell,2011-H1,1,1,0,0,,0,0,0,0,0,0,0,0,0,Hardware & Devices,1984.0
Dell,2012-H1,1,1,0,0,,0,0,0,0,0,0,0,0,0,Hardware & Devices,1984.0
Dell,2013-H1,1,1,0,0,,0,0,0,0,0,0,0,0,0,Hardware & Devices,1984.0
Dell,2013-H2,1,1,0,0,,0,0,0,0,0,0,0,0,0,Hardware & Devices,1984.0
Dell,2014-H1,1,3,0,0,,0,0,0,0,0,0,0,0,0,Hardware & Devices,1984.0
Dell,2014-H2,1,1,0,0,,0,0,0,0,0,0,0,0,0,Hardware & Devices,1984.0
Dell,2015-H1,1,1,0,0,,0,0,0,0,0,0,0,0,0,Hardware & Devices,1984.0
Dell,2015-H2,1,3,0,0,,0,0,0,0,0,0,0,0,0,Hardware & Devices,1984.0
Dell,2016-H1,1,2,0,0,,0,0,0,0,0,0,0,0,0,Hardware & Devices,1984.0
Dell,2016-H2,1,2,0,0,,0,0,0,0,0,0,0,0,0,Hardware & Devices,1984.0
Dell,2017-H1,1,2,0,0,,0,0,0,0,0,0,0,0,0,Hardware & Devices,1984.0
Dell,2017-H2,1,5,2,1,"WebBank, Member FDIC",1,0,0,1,1,0,0,0,0,Hardware & Devices,1984.0
Dell,2018-H1,1,5,2,1,"WebBank, Member FDIC",1,0,0,1,1,0,0,0,0,Hardware & Devices,1984.0
Dell,2018-H2,1,5,2,1,"WebBank, Member FDIC",1,0,0,1,1,0,0,0,0,Hardware & Devices,1984.0
Dell,2019-H1,1,5,2,1,"WebBank, Member FDIC",1,0,0,1,1,0,0,0,0,Hardware & Devices,1984.0
Dell,2019-H2,1,5,2,1,"WebBank, Member FDIC",1,0,0,1,1,0,0,0,0,Hardware & Devices,1984.0
Dell,2020-H1,1,4,2,1,"WebBank, Member FDIC",1,0,0,1,1,0,0,0,0,Hardware & Devices,1984.0
Dell,2020-H2,1,4,2,1,"WebBank, Member FDIC",1,0,0,1,1,0,0,0,0,Hardware & Devices,1984.0
Dell,2021-H1,1,4,2,1,"WebBank, Member FDIC",1,0,0,1,1,0,0,0,0,Hardware & Devices,1984.0
Dell,2021-H2,1,2,2,1,"WebBank, Member FDIC",1,0,0,1,1,0,0,0,0,Hardware & Devices,1984.0
Dell,2022-H1,1,2,2,1,"WebBank, Member FDIC",1,0,0,1,1,0,0,0,0,Hardware & Devices,1984.0
Dell,2022-H2,1,2,2,1,"WebBank, Member FDIC",1,0,0,1,1,0,0,0,0,Hardware & Devices,1984.0
Dell,2023-H1,1,3,2,1,"WebBank, Member FDIC",1,0,0,1,1,0,0,0,0,Hardware & Devices,1984.0
Dell,2023-H2,1,1,0,0,,0,0,0,0,0,0,0,0,0,Hardware & Devices,1984.0
Dell,2024-H1,1,1,0,0,,0,0,0,0,0,0,0,0,0,Hardware & Devices,1984.0
Dell,2024-H2,1,1,0,0,,0,0,0,0,0,0,0,0,0,Hardware & Devices,1984.0
Dell,2025-H1,1,1,0,0,,0,0,0,0,0,0,0,0,0,Hardware & Devices,1984.0
Dell,2025-H2,1,3,0,0,,0,0,0,0,0,0,0,0,0,Hardware & Devices,1984.0
Dell,2026-H1,1,2,0,0,,0,0,0,0,0,0,0,0,0,Hardware & Devices,1984.0
Deserve,2018-H2,1,7,7,2,"Celtic Bank, a Utah-Chartered Industrial Bank, Member FDIC; Celtic Bank",1,0,0,0,0,0,0,1,1,Infrastructure & Developer Tools,2013.0
Deserve,2019-H1,1,2,0,0,,0,0,0,0,0,0,0,1,0,Infrastructure & Developer Tools,2013.0
Deserve,2019-H2,1,7,7,2,"Celtic Bank; Celtic Bank, a Utah-Chartered Industrial Bank, Member FDIC",1,0,0,0,0,0,0,1,1,Infrastructure & Developer Tools,2013.0
Deserve,2021-H1,1,2,0,0,,0,0,0,0,0,0,0,1,0,Infrastructure & Developer Tools,2013.0
Deserve,2021-H2,1,2,0,0,,0,0,0,0,0,0,0,1,0,Infrastructure & Developer Tools,2013.0
Deserve,2022-H1,1,3,0,0,,0,0,0,0,0,0,0,1,0,Infrastructure & Developer Tools,2013.0
Deserve,2022-H2,1,1,0,0,,0,0,0,0,0,0,0,0,0,Infrastructure & Developer Tools,2013.0
Deserve,2023-H1,1,3,1,1,Celtic Bank,1,0,0,0,0,0,0,1,1,Infrastructure & Developer Tools,2013.0
Deserve,2023-H2,1,3,0,0,,0,0,0,0,0,0,0,1,0,Infrastructure & Developer Tools,2013.0
Deserve,2024-H1,1,6,0,0,,0,0,0,0,0,0,0,1,0,Infrastructure & Developer Tools,2013.0
Deserve,2024-H2,1,6,0,0,,0,0,0,0,0,0,0,1,0,Infrastructure & Developer Tools,2013.0
Deserve,2025-H1,1,6,0,0,,0,0,0,0,0,0,0,1,0,Infrastructure & Developer Tools,2013.0
Deserve,2025-H2,1,6,0,0,,0,0,0,0,0,0,0,1,0,Infrastructure & Developer Tools,2013.0
DigniFi,2021-H1,1,3,1,1,WebBank,1,0,0,1,0,0,0,1,0,Infrastructure & Developer Tools,2012.0
DigniFi,2022-H1,1,2,1,1,WebBank,1,0,0,0,0,0,0,1,0,Infrastructure & Developer Tools,2012.0
DigniFi,2023-H1,1,1,0,0,,0,0,0,0,0,0,0,1,0,Infrastructure & Developer Tools,2012.0
DigniFi,2023-H2,1,1,0,0,,0,0,0,0,0,0,0,1,0,Infrastructure & Developer Tools,2012.0
DigniFi,2025-H1,1,1,1,1,WebBank,1,0,0,0,0,0,0,1,1,Infrastructure & Developer Tools,2012.0
DigniFi,2025-H2,1,1,1,1,WebBank,1,0,0,0,0,0,0,1,1,Infrastructure & Developer Tools,2012.0
DigniFi,2026-H1,1,1,1,1,WebBank,1,0,0,0,0,0,0,1,1,Infrastructure & Developer Tools,2012.0
Dime Payments,2025-H2,1,1,0,0,,0,0,0,0,0,1,0,0,0,Other Services,2008.0
Dime Payments,2026-H1,1,1,0,0,,0,0,0,0,0,1,0,0,0,Other Services,2008.0
Direct Express,2009-H2,1,1,0,0,,0,1,0,0,0,0,0,0,0,Financial Services,2008.0
Doc2Doc Lending,2021-H2,1,1,0,0,,0,0,0,1,0,0,0,0,0,Financial Services,2017.0
Doc2Doc Lending,2022-H2,1,1,0,0,,0,0,0,1,0,0,0,0,0,Financial Services,2017.0
Doc2Doc Lending,2023-H1,1,1,0,0,,0,0,0,1,0,0,0,0,0,Financial Services,2017.0
Doc2Doc Lending,2023-H2,1,5,0,0,,0,0,0,1,0,0,0,0,0,Financial Services,2017.0
Doc2Doc Lending,2024-H1,1,2,1,1,"DR Bank, member FDIC",1,0,0,1,1,0,0,0,0,Financial Services,2017.0
Doc2Doc Lending,2024-H2,1,4,4,2,"DR Bank; DR Bank, member FDIC",1,0,0,1,1,0,0,0,0,Financial Services,2017.0
Doc2Doc Lending,2025-H1,1,5,5,2,"DR Bank; DR Bank, member FDIC",1,0,0,1,1,0,0,0,0,Financial Services,2017.0
Doc2Doc Lending,2025-H2,1,5,3,2,"DR Bank, member FDIC; DR Bank",1,0,0,1,1,0,0,0,0,Financial Services,2017.0
Doc2Doc Lending,2026-H1,1,4,0,0,,0,0,0,1,0,0,0,0,0,Financial Services,2017.0
DraftKings,2012-H2,1,1,0,0,,0,0,0,0,0,0,0,0,0,Marketplace & Platform,2012.0
DraftKings,2013-H1,1,1,0,0,,0,0,0,0,0,0,0,0,0,Marketplace & Platform,2012.0
DraftKings,2013-H2,1,1,0,0,,0,0,0,0,0,0,0,0,0,Marketplace & Platform,2012.0
DraftKings,2015-H1,1,1,0,0,,0,0,0,0,0,0,0,0,0,Marketplace & Platform,2012.0
DraftKings,2015-H2,1,1,0,0,,0,0,0,0,0,0,0,0,0,Marketplace & Platform,2012.0
DraftKings,2016-H1,1,1,0,0,,0,0,0,0,0,0,0,0,0,Marketplace & Platform,2012.0
DraftKings,2016-H2,1,1,0,0,,0,0,0,0,0,0,0,0,0,Marketplace & Platform,2012.0
DraftKings,2017-H1,1,1,0,0,,0,0,0,0,0,0,0,0,0,Marketplace & Platform,2012.0
DraftKings,2018-H1,1,1,0,0,,0,0,0,0,0,0,0,0,0,Marketplace & Platform,2012.0
DraftKings,2018-H2,1,1,0,0,,0,0,0,0,0,0,0,0,0,Marketplace & Platform,2012.0
DraftKings,2019-H1,1,1,0,0,,0,0,0,0,0,0,0,0,0,Marketplace & Platform,2012.0
DraftKings,2020-H1,1,1,0,0,,0,0,0,0,0,0,0,0,0,Marketplace & Platform,2012.0
DraftKings,2021-H1,1,1,0,0,,0,0,0,0,0,0,0,0,0,Marketplace & Platform,2012.0
DraftKings,2022-H1,1,1,0,0,,0,0,0,0,0,0,0,0,0,Marketplace & Platform,2012.0
DraftKings,2022-H2,1,1,0,0,,0,0,0,0,0,0,0,0,0,Marketplace & Platform,2012.0
DraftKings,2023-H1,1,1,0,0,,0,0,0,0,0,0,0,0,0,Marketplace & Platform,2012.0
DraftKings,2024-H1,1,1,0,0,,0,0,0,0,0,0,0,0,0,Marketplace & Platform,2012.0
DraftKings,2024-H2,1,2,0,0,,0,0,0,0,0,0,0,0,0,Marketplace & Platform,2012.0
DraftKings,2025-H1,1,2,0,0,,0,0,0,0,0,0,0,0,0,Marketplace & Platform,2012.0
DraftKings,2025-H2,1,3,0,0,,0,0,0,0,0,0,0,0,0,Marketplace & Platform,2012.0
DraftKings,2026-H1,1,2,0,0,,0,0,0,0,0,0,0,0,0,Marketplace & Platform,2012.0
Dream Payments,2020-H2,1,1,0,0,,0,0,0,0,0,1,0,0,0,Commerce & Retail,2014.0
Dream Payments,2021-H1,1,1,0,0,,0,0,0,0,0,1,0,0,0,Commerce & Retail,2014.0
Dream Payments,2021-H2,1,1,0,0,,0,0,0,0,0,1,0,0,0,Commerce & Retail,2014.0
Dream Payments,2022-H1,1,1,0,0,,0,0,0,0,0,1,0,0,0,Commerce & Retail,2014.0
Dream Payments,2024-H2,1,1,0,0,,0,0,0,0,0,0,0,0,0,Commerce & Retail,2014.0
DriveWealth,2014-H1,1,2,0,0,,0,1,0,0,0,0,0,0,0,Infrastructure & Developer Tools,2012.0
DriveWealth,2014-H2,1,3,0,0,,0,1,0,0,0,0,0,0,0,Infrastructure & Developer Tools,2012.0
DriveWealth,2015-H1,1,6,0,0,,0,0,0,0,0,0,0,0,0,Infrastructure & Developer Tools,2012.0
DriveWealth,2015-H2,1,3,0,0,,0,1,0,0,0,0,0,0,0,Infrastructure & Developer Tools,2012.0
DriveWealth,2016-H2,1,2,0,0,,0,1,0,0,0,0,0,0,0,Infrastructure & Developer Tools,2012.0
DriveWealth,2017-H1,1,1,0,0,,0,0,0,0,0,0,0,0,0,Infrastructure & Developer Tools,2012.0
DriveWealth,2017-H2,1,2,0,0,,0,1,0,0,0,0,0,0,0,Infrastructure & Developer Tools,2012.0
DriveWealth,2018-H2,1,1,0,0,,0,1,0,0,0,0,0,0,0,Infrastructure & Developer Tools,2012.0
DriveWealth,2019-H1,1,2,0,0,,0,1,0,0,0,0,0,0,0,Infrastructure & Developer Tools,2012.0
DriveWealth,2019-H2,1,2,0,0,,0,1,0,0,0,0,0,0,0,Infrastructure & Developer Tools,2012.0
DriveWealth,2021-H1,1,3,0,0,,0,1,0,0,0,0,0,0,0,Infrastructure & Developer Tools,2012.0
DriveWealth,2021-H2,1,4,0,0,,0,1,0,0,0,0,0,0,0,Infrastructure & Developer Tools,2012.0
DriveWealth,2022-H1,1,7,0,0,,0,1,0,0,0,0,0,0,0,Infrastructure & Developer Tools,2012.0
Dwolla,2013-H2,1,3,0,0,,0,0,0,0,0,1,0,0,0,Financial Services,2010.0
Dwolla,2014-H2,1,3,0,0,,0,0,0,0,0,1,0,0,0,Financial Services,2010.0
Dwolla,2015-H1,1,4,0,0,,0,0,0,0,0,1,0,0,0,Financial Services,2010.0
Dwolla,2015-H2,1,3,0,0,,0,0,0,0,0,1,0,0,0,Financial Services,2010.0
Dwolla,2016-H1,1,3,0,0,,0,0,0,0,0,1,0,0,0,Financial Services,2010.0
Dwolla,2016-H2,1,4,1,0,,1,0,0,0,0,1,1,0,0,Financial Services,2010.0
Dwolla,2017-H1,1,4,0,0,,0,0,0,0,0,1,0,0,0,Financial Services,2010.0
Dwolla,2017-H2,1,1,0,0,,0,0,0,0,0,1,0,0,0,Financial Services,2010.0
Dwolla,2018-H1,1,1,0,0,,0,0,0,0,0,1,0,0,0,Financial Services,2010.0
Dwolla,2018-H2,1,3,0,0,,0,0,0,0,0,1,0,0,0,Financial Services,2010.0
Dwolla,2019-H1,1,1,0,0,,0,0,0,0,0,1,0,0,0,Financial Services,2010.0
Dwolla,2019-H2,1,4,0,0,,0,0,0,0,0,1,0,0,0,Financial Services,2010.0
Dwolla,2020-H1,1,3,0,0,,0,0,0,0,0,1,0,0,0,Financial Services,2010.0
Dwolla,2020-H2,1,4,0,0,,0,0,0,0,0,1,0,0,0,Financial Services,2010.0
Dwolla,2021-H1,1,6,1,1,"MetaBank®, N.A.",1,0,0,0,0,1,1,0,0,Financial Services,2010.0
Dwolla,2021-H2,1,1,0,0,,0,0,0,0,0,0,0,0,0,Financial Services,2010.0
Dwolla,2022-H1,1,5,1,1,"MetaBank®, N.A.",1,0,0,0,0,1,1,0,0,Financial Services,2010.0
Dwolla,2022-H2,1,3,0,0,,0,0,0,0,0,1,0,0,0,Financial Services,2010.0
Dwolla,2023-H1,1,4,0,0,,0,0,0,0,0,1,0,0,0,Financial Services,2010.0
Dwolla,2023-H2,1,2,0,0,,0,0,0,0,0,0,0,0,0,Financial Services,2010.0
Dwolla,2024-H1,1,7,0,0,,0,0,0,0,0,1,0,0,0,Financial Services,2010.0
Dwolla,2024-H2,1,8,0,0,,0,0,0,0,0,1,0,0,0,Financial Services,2010.0
Dwolla,2025-H1,1,11,0,0,,0,0,0,0,0,1,0,0,0,Financial Services,2010.0
Dwolla,2025-H2,1,8,0,0,,0,0,0,0,0,1,0,0,0,Financial Services,2010.0
Dwolla,2026-H1,1,10,0,0,,0,0,0,0,0,1,0,0,0,Financial Services,2010.0
EDPS,2015-H1,1,1,0,0,,0,0,0,1,0,0,0,0,0,Financial Services,2003.0
EDPS,2016-H1,1,1,0,0,,0,0,0,1,0,0,0,0,0,Financial Services,2003.0
EDPS,2016-H2,1,1,0,0,,0,0,0,1,0,0,0,0,0,Financial Services,2003.0
EDPS,2019-H2,1,1,0,0,,0,0,0,1,0,0,0,0,0,Financial Services,2003.0
EDPS,2020-H2,1,1,0,0,,0,0,0,0,0,0,0,0,0,Financial Services,2003.0
EDPS,2021-H1,1,1,0,0,,0,0,0,0,0,0,0,0,0,Financial Services,2003.0
EPS Financial,2021-H1,1,6,3,2,"MetaBank N.A., Member FDIC; MetaBank, N.A.",1,1,1,1,1,0,0,0,0,Financial Services,2009.0
EPS Financial,2021-H2,1,5,2,1,"MetaBank, N.A., Member FDIC",1,0,0,1,1,0,0,0,0,Financial Services,2009.0
EPS Financial,2022-H1,1,3,3,2,"MetaBank®, N.A., Member FDIC; MetaBank, N.A., Member FDIC",1,1,1,0,0,0,0,0,0,Financial Services,2009.0
EPS Financial,2022-H2,1,5,4,3,"Pathward, N.A., Member FDIC; MetaBank, N.A., Member FDIC; PNC Bank, N.A.",1,1,1,1,1,0,0,0,0,Financial Services,2009.0
EPS Financial,2023-H1,1,5,5,2,"Pathward, Member FDIC; Pathward, N.A., Member FDIC",1,1,1,1,1,0,0,0,0,Financial Services,2009.0
EPS Financial,2023-H2,1,4,4,2,"Pathward®, N.A.; PNC Bank, N.A.",1,1,1,1,1,0,0,0,0,Financial Services,2009.0
EPS Financial,2024-H1,1,4,4,3,"Pathward®, N.A.; Pathward, N.A., Member FDIC; PNC Bank, N.A.",1,1,1,1,1,0,0,0,0,Financial Services,2009.0
EPS Financial,2024-H2,1,5,5,2,"Pathward®, N.A., Member FDIC; Pathward, N.A., Member FDIC",1,1,1,1,1,0,0,0,0,Financial Services,2009.0
EPS Financial,2025-H1,1,4,3,2,"Pathward®, N.A., Member FDIC; Pathward, N.A., Member FDIC",1,1,1,1,1,0,0,0,0,Financial Services,2009.0
EPS Financial,2025-H2,1,4,3,2,"Pathward®, N.A.; Pathward, N.A., Member FDIC",1,1,1,1,1,0,0,0,0,Financial Services,2009.0
EPS Financial,2026-H1,1,4,3,1,"Pathward®, N.A., Member FDIC",1,1,1,1,1,0,0,0,0,Financial Services,2009.0
EVO Payments,2014-H2,1,1,0,0,,0,0,0,0,0,1,0,0,0,Financial Services,1989.0
EVO Payments,2015-H1,1,1,0,0,,0,0,0,0,0,1,0,0,0,Financial Services,1989.0
EVO Payments,2021-H2,1,1,0,0,,0,0,0,0,0,1,0,0,0,Financial Services,1989.0
Earnin,2019-H1,1,3,0,0,,0,1,0,0,0,0,0,0,0,Financial Services,2013.0
Earnin,2019-H2,1,4,0,0,,0,1,0,1,0,0,0,0,0,Financial Services,2013.0
Earnin,2020-H1,1,3,0,0,,0,0,0,1,0,0,0,0,0,Financial Services,2013.0
Earnin,2020-H2,1,4,1,1,Evolve Bank & Trust,1,0,0,1,1,0,0,0,0,Financial Services,2013.0
Earnin,2021-H1,1,5,1,1,Evolve Bank & Trust,1,0,0,1,1,0,0,0,0,Financial Services,2013.0
Earnin,2021-H2,1,5,3,1,Evolve Bank & Trust,1,0,0,1,1,0,0,0,0,Financial Services,2013.0
Earnin,2022-H1,1,5,3,1,Evolve Bank & Trust,1,0,0,1,1,0,0,0,0,Financial Services,2013.0
Earnin,2022-H2,1,4,2,1,Evolve Bank & Trust,1,0,0,1,1,0,0,0,0,Financial Services,2013.0
Earnin,2023-H1,1,4,3,1,Evolve Bank & Trust,1,1,1,1,1,0,0,0,0,Financial Services,2013.0
Earnin,2023-H2,1,5,2,1,Evolve Bank & Trust,1,1,1,1,1,0,0,0,0,Financial Services,2013.0
Earnin,2024-H1,1,2,1,1,Evolve Bank & Trust,1,1,1,1,0,0,0,0,0,Financial Services,2013.0
Earnin,2024-H2,1,4,1,1,Evolve Bank & Trust,1,1,0,1,1,0,0,0,0,Financial Services,2013.0
Earnin,2025-H1,1,2,1,1,Evolve Bank & Trust,1,1,1,1,0,0,0,0,0,Financial Services,2013.0
Earnin,2025-H2,1,3,0,0,,0,1,0,1,0,0,0,0,0,Financial Services,2013.0
Earnin,2026-H1,1,4,2,1,"Evolve Bank & Trust, Lead Bank",1,1,0,1,1,0,0,0,0,Financial Services,2013.0
EasyPay,2023-H2,1,4,1,0,,1,0,0,0,0,0,0,0,0,Financial Services,2001.0
EasyPay,2024-H1,1,4,0,0,,0,0,0,0,0,0,0,0,0,Financial Services,2001.0
EasyPay,2024-H2,1,4,0,0,,0,0,0,0,0,0,0,0,0,Financial Services,2001.0
EasyPay,2025-H1,1,4,0,0,,0,0,0,0,0,0,0,0,0,Financial Services,2001.0
EasyPay,2025-H2,1,5,0,0,,0,0,0,0,0,0,0,0,0,Financial Services,2001.0
EasyPay,2026-H1,1,5,0,0,,0,0,0,0,0,0,0,0,0,Financial Services,2001.0
Edly,2022-H2,1,2,2,1,FinWise Bank,1,0,0,1,1,0,0,0,0,Investment & Capital,2019.0
Edly,2023-H1,1,2,2,1,FinWise Bank,1,0,0,1,1,0,0,0,0,Investment & Capital,2019.0
Edly,2023-H2,1,3,3,2,FinWise Bank; Finwise Bank,1,0,0,1,1,0,0,0,0,Investment & Capital,2019.0
Edly,2024-H1,1,3,3,1,FinWise Bank,1,0,0,1,1,0,0,0,0,Investment & Capital,2019.0
